1.67868,0.953783,1.17005,1.66858,0.980029,0.319958,1.15504,1.73327,1.29039,1.79695,1.85151,1.32891,1.5706,1.52934,1.9477,1.15988,0.428181,0.840164,1.10586,0.612919,1.24712,0.608163,0.851322,1.41837,2.06666,2.24439,0.870973,0.450782,1.38957,0.878336,2.07816,1.66308,1.29236,0.709294,0.387967,0.50184,2.03252,1.46502,1.40657,0.558039,0.157715,1.0721,1.20649,1.263,0.0811007,1.35713,0.387568,1.35097,0.974175,1.02371,0.71729,0.651021,2.27341,0.509086,0.393402,0.519431,1.5201,1.93425,0.575667,1.06348,0.530192,0.948839,0.895161,0.444761,1.74544,1.03022,1.13046,0.419304,1.08339,0.552662,0.630997,1.29143,0.34063,1.24559,1.41977,2.06025,0.842204,0.710462,0.209822,0.542704,1.24935,1.50307,0.527858,1.22943,0.831802,1.38379,2.51872,1.21928,0.6235,0.990016,2.16335,1.2693,2.23703,1.69991,1.28747,0.410504,1.80792,0.935589,2.11288,0.336269
0.332286,1.10798,0.687568,0.579572,0.875042,1.00396,0.640772,1.78622,1.09822,0.535758,1.12798,1.00297,1.88372,1.01527,0.951381,0.485701,0.878498,0.817601,0.297581,1.16895,0.295912,2.64934,0.952996,0.589605,0.990498,1.71028,0.992584,1.65168,1.12453,0.75886,0.74678,1.78821,0.999872,0.70409,1.07937,1.22624,0.832824,0.509646,1.36367,1.05368,0.261084,1.15109,1.473,0.285921,1.60758,0.601224,0.397097,1.40367,1.24415,1.46386,1.28209,0.374803,2.46449,0.46438,0.568301,0.349247,0.317391,1.45302,0.0654144,0.226948,1.40549,0.628618,0.856541,0.71906,1.5901,0.607958,1.94792,1.56048,1.72032,2.05014,1.93925,1.75919,1.86055,0.749438,1.78119,1.57531,1.02449,1.45387,0.703468,1.21453,0.903826,1.39154,1.81586,1.54391,2.15075,0.867435,0.822936,1.19346,1.15307,1.71879,1.04993,0.620151,0.55881,1.20654,2.35603,0.452057,1.83076,2.00195,0.917079,1
0.699088,1.41449,1.66966,1.63783,1.88277,1.20115,1.14495,1.55941,1.48794,2.42248,1.49693,1.23805,1.02859,0.315313,1.47553,0.340255,1.3637,1.27408,0.527006,0.389109,0.64512,1.21687,1.0397,1.37372,1.17894,1.19008,0.633868,2.29382,1.3124,0.876096,1.09402,0.638651,1.65564,1.2494,1.03408,0.488648,1.29807,0.614426,1.23311,1.10136,0.188174,1.41321,1.12057,0.918529,1.95674,0.916238,2.0366,0.406762,2.03475,0.38117,0.789535,0.799312,1.08716,0.614588,0.609095,0.942156,0.558674,0.504906,0.700341,0.793913,1.09518,1.0486,0.586075,1.09621,0.852449,0.39114,1.81689,1.09902,1.31555,1.87555,1.00567,2.09614,1.49838,1.20835,0.960987,1.8001,3.96128,1.29983,0.831214,2.50919,0.672863,1.67607,1.85371,1.90582,0.780819,0.625335,2.52296,2.71972,1.73662,1.33502,1.43306,1.253,1.99362,2.58488,1.77784,1.33187,0.576973,0.763032,1.73737,1.57032
0.774142,1.69922,0.353929,2.25639,1.09178,0.649791,0.835209,0.636906,1.31658,1.72015,0.0779003,0.989662,0.626883,1.12171,1.17265,2.03729,0.812424,1.9592,1.4195,1.20352,2.09977,0.886364,0.710564,0.687494,0.94479,1.02686,1.48267,1.91872,1.26432,1.49332,0.633893,1.10813,0.31896,0.550709,1.35842,1.05949,0.22292,1.47957,0.56353,1.02934,2.01718,1.55269,0.722047,1.01438,1.5198,0.405245,1.52221,0.654796,1.015,1.86596,0.649835,0.796816,1.84214,1.6131,1.20305,0.70234,1.87942,1.13894,1.34208,2.26709,0.873339,1.10945,1.11797,0.813213,0.904045,1.92354,0.222605,1.50915,1.82667,1.59538,0.424217,1.5634,1.00279,1.79398,1.5856,0.447506,0.555318,1.34248,1.49079,0.840896,0.78974,1.22552,0.943521,1.03279,1.09608,1.40403,0.744799,1.73215,0.93955,2.59013,1.71229,2.19262,1.20891,1.63227,2.83237,1.64663,1.25775,0.842032,0.944252,0.500201
0.91157,1.58097,1.21043,1.30663,0.744548,1.18075,1.16527,0.549466,0.926625,1.11767,1.10134,1.4222,1.01301,2.19066,2.43534,1.79371,0.249078,0.82014,0.706958,1.31053,0.919766,1.69731,1.1405,0.852797,1.42931,2.01972,0.726514,1.73181,0.214899,0.50871,1.37983,1.04462,0.262336,0.191339,0.6304,1.82992,1.22683,0.861442,1.23664,1.04823,1.12019,0.676628,0.744256,0.343348,1.28415,0.696105,1.04346,0.95008,1.06383,1.34368,1.51176,0.705103,1.86274,2.61312,1.0242,0.566452,0.839828,1.0917,0.528908,0.954489,1.14558,0.61855,2.36665,0.378095,1.40945,1.95477,1.47235,0.203618,2.12806,0.985884,1.43651,1.87813,1.82407,0.981868,1.6135,1.37579,2.56238,1.32918,2.48942,0.814814,2.45135,1.00101,1.98906,1.45346,1.08729,0.193824,1.89908,1.17927,0.77119,2.74148,1.60616,2.34119,1.90261,1.06853,2.94217,1.09054,2.90016,1.17935,2.82681,0.799234
0.847448,1.29833,2.04689,1.91984,1.46147,1.60444,2.08406,1.24844,0.971563,1.80844,1.39861,1.80793,1.1527,1.19541,0.445037,1.30074,0.768291,0.989612,1.69812,0.274529,1.61397,1.29711,0.368685,1.46357,0.920216,1.41648,0.520178,1.45816,0.4023,0.596781,1.05309,0.878074,0.872093,1.18629,0.164792,0.0938792,2.11877,0.714218,0.468379,0.586757,0.530596,1.87775,1.53105,1.2677,0.579177,1.26209,1.84818,1.13842,0.82163,0.826922,1.49891,1.12131,1.14094,0.705312,1.21671,1.04976,0.623402,1.81669,0.334205,0.181906,0.520073,2.05884,0.255457,0.597506,1.96766,2.32277,1.36292,1.09832,0.127767,1.53753,0.881053,0.764448,1.79542,1.40084,1.65213,2.35394,2.49522,1.58619,1.47684,2.49351,1.35855,1.79941,1.70221,2.25859,1.23754,0.405624,1.14853,2.86972,3.01527,1.89759,1.45497,3.00877,1.70195,2.60265,1.49823,1.42821,1.56098,1.75215,1.57195,0.278209
2.16552,0.872263,0.795279,1.81054,2.13822,0.509736,1.6221,0.923755,0.600438,2.61953,0.768299,1.91184,1.6861,2.33686,1.24083,0.113384,1.0384,1.10331,1.27209,1.79281,0.936545,1.88499,1.0154,1.0372,0.206748,1.75276,0.995629,1.58061,0.772223,1.59086,0.283322,1.4795,1.7312,1.10771,1.32121,1.01927,0.857609,1.219,1.01805,0.0636554,0.810434,0.676988,0.309237,1.89781,1.02965,0.542496,1.95377,0.837123,2.24787,0.819271,1.18535,0.715365,1.17278,1.39006,1.53029,0.805548,2.05222,0.621888,0.95054,0.746872,0.358071,0.947643,1.77454,1.35923,1.32503,1.74019,0.773333,1.77647,1.43278,0.72754,1.64923,2.03406,1.76011,0.896097,2.34341,2.7106,2.72655,1.62253,2.39425,2.82275,0.944711,1.58784,1.76553,1.26923,1.48228,2.96825,1.986,2.43629,1.40878,2.03182,2.58463,1.26478,1.08377,0.274286,1.26093,0.853183,2.80491,1.2246,2.72054,0.896619
1.07626,1.18464,1.30166,2.70188,1.8228,2.32754,1.03599,0.527171,2.28867,0.790812,0.539774,1.76797,2.0438,0.633012,1.05694,1.47302,1.79975,0.526367,2.01116,0.982723,0.957247,1.31588,0.502739,0.507223,0.915623,1.07834,1.69726,0.446711,0.434796,1.94719,1.18516,0.963367,1.22787,0.165283,1.35716,0.892748,0.698087,1.5828,1.84248,1.06394,0.489746,0.43523,1.90578,1.69313,0.917392,0.430518,0.563153,1.27129,2.18842,0.95544,0.948275,1.02822,1.37052,2.68827,1.35889,2.54288,1.18538,0.75304,0.277675,1.95153,1.47493,0.520776,1.36479,1.6631,1.62158,0.43635,1.29552,1.43309,1.67407,2.77504,1.09885,1.72929,2.00948,2.36625,1.16104,2.33012,1.02271,3.10932,2.37649,1.69153,2.24841,1.56034,1.66901,0.111834,1.44562,2.20226,0.192343,3.05746,1.81118,2.13649,1.70529,2.3397,1.75114,2.43972,2.55759,1.6188,1.86405,2.98788,1.9728,0.847005
0.425184,0.800623,0.514052,2.26061,2.21753,2.65467,0.507881,1.28716,2.39444,0.245257,0.934932,1.15354,2.39574,1.69838,0.974735,1.93023,1.78905,1.39156,1.76698,1.00252,1.00423,1.31345,1.46976,1.10797,0.893766,1.22087,1.50832,0.780307,0.919036,2.49016,0.976693,0.496181,2.64172,0.898225,0.44751,0.928771,1.39957,2.37179,2.14361,0.897032,0.689863,2.21446,1.90487,0.628918,1.54396,1.56879,0.172318,0.765027,0.94578,1.55245,0.690654,1.60083,1.42411,1.93075,1.53591,1.23612,1.62443,1.97415,1.4578,0.798,1.28254,0.765896,1.13902,1.57135,0.517771,1.88857,0.993043,1.13847,1.69641,3.30808,0.851892,1.81453,0.566887,1.68403,2.68283,1.43971,1.53327,1.50468,2.45924,3.4153,0.626025,2.57771,3.38764,1.49156,2.88184,2.88016,1.38175,2.53617,2.12634,2.53806,1.95984,2.56619,1.68847,2.0321,1.73905,3.62716,1.27615,1.99054,2.89182,1.18056
0.925193,1.50652,1.79975,1.00537,1.64901,0.797109,0.979588,1.82568,2.22841,0.493412,1.33108,0.643659,0.972258,1.31028,1.61965,0.48009,1.96834,0.863723,1.7936,1.18393,0.981281,1.43512,1.41745,1.51905,1.46957,1.52017,1.72719,0.525455,2.60468,0.423504,0.953316,0.676121,0.696622,0.143568,1.57877,0.401559,1.07687,1.58527,0.732543,1.31802,0.762109,0.863126,2.48387,0.828702,2.20406,1.38009,1.34935,2.45235,0.825471,1.19636,1.62342,1.37138,1.13559,1.94295,0.761652,0.909724,2.14052,2.14414,1.58577,2.37456,2.03904,1.81976,0.863061,1.73205,1.0865,2.59758,1.37944,1.67002,2.13886,2.44392,1.71219,0.32913,2.32931,3.08444,2.76002,1.97667,1.86487,0.861867,1.27717,2.25831,1.68863,3.29501,2.08967,1.88016,2.22502,2.58755,1.75497,2.76913,2.22417,2.08121,3.07342,2.21915,1.93627,3.33802,3.2556,2.52827,1.67771,2.5467,1.46826,0.678138
2.19252,1.79605,2.03703,1.88899,1.97861,1.28582,1.30857,1.71215,2.24616,1.17681,1.24092,1.17996,1.58162,0.680767,1.41428,0.951065,2.00803,0.431259,1.6174,1.12167,1.85803,1.76768,0.522382,1.47747,1.17377,0.879645,0.478406,0.303069,2.74433,0.953032,1.08124,1.6523,1.26794,1.60394,1.79558,1.19261,1.17022,0.0516828,1.01747,1.08425,1.52052,1.64843,1.32174,0.285887,2.22521,1.64276,1.16703,1.00576,0.998041,0.802757,0.498118,1.66947,0.667224,3.56755,1.93536,1.8892,1.66384,1.12679,1.21137,1.49961,2.16211,2.15116,1.35054,1.71747,1.5246,2.55556,1.439,1.59091,1.66359,1.39755,2.9286,1.29769,1.61347,1.94924,1.8276,2.68181,3.35546,2.54374,3.19112,3.16359,1.79328,2.68116,1.53637,2.68231,2.03728,1.41524,3.91425,2.40338,1.72273,3.32395,3.154,2.2711,1.93246,2.79348,2.64718,2.51143,3.15704,3.3916,1.93304,1.29807
1.61784,1.50343,0.519831,2.94713,1.86262,0.68775,0.687443,0.592681,1.23471,1.65537,0.55937,1.04346,0.592515,1.94527,1.2758,0.881417,2.29653,1.50155,0.75398,0.173102,0.540817,0.692663,1.4275,1.6602,1.57696,0.915084,1.06591,1.8845,2.09011,0.498643,1.03168,2.03818,0.923034,0.852321,1.3629,3.11585,1.72528,1.91337,1.82606,1.07591,1.12743,1.50113,1.31526,1.04291,0.702217,1.31095,1.34676,1.91843,0.898401,0.99354,1.18036,2.23044,1.24423,2.1389,2.86318,0.567094,1.6593,1.23789,1.50845,1.12292,2.78882,1.81347,2.43298,2.13344,2.60754,1.26752,2.66953,0.404729,1.8,2.35873,2.55382,2.82872,0.853255,2.76458,2.78163,3.99581,3.48365,2.22667,1.91624,2.06088,3.31081,2.51769,1.93842,0.870573,2.71355,1.24291,2.20025,2.52932,3.75493,3.58056,2.6276,4.48969,3.29177,1.76285,3.33288,2.31927,1.19063,2.00366,2.50591,1
1.35787,2.93055,2.43912,1.54567,2.21536,0.310204,1.29389,1.23713,2.05454,2.54115,1.56163,1.11631,2.05634,1.03672,2.82362,3.25808,0.468831,1.56267,1.50641,0.379289,1.05069,2.27947,1.91026,1.43993,1.17585,1.13182,1.86871,1.88909,2.28784,1.16883,1.0386,0.609685,2.20728,1.20671,1.00105,1.50014,2.6169,0.743402,0.892989,1.85713,1.59509,1.71279,1.72318,1.44916,0.734436,1.77538,0.930887,1.08476,0.879391,2.69604,2.10391,1.40496,0.599912,2.57186,1.66317,0.949984,1.17729,0.948445,1.89894,1.75908,0.805753,1.95237,2.16372,0.588441,3.60775,2.43527,2.37256,2.67072,3.65053,2.02318,2.75136,1.45018,2.55056,2.46887,2.8381,2.81582,2.17717,2.09177,2.71342,2.14152,3.79967,2.15794,2.36831,3.14441,2.00272,2.72192,2.21661,2.93635,2.81937,4.05286,2.87052,3.43909,3.02628,2.62983,3.01554,4.07217,2.81992,3.11977,3.21859,0.5307
2.46188,3.30018,2.0539,1.85775,1.55248,2.86182,0.528469,1.44597,2.318,1.1206,2.76577,0.852632,0.738446,1.39433,1.95076,1.83443,1.12578,1.26479,2.82811,1.98875,2.62041,2.3522,0.602257,2.24165,0.895186,0.4233,0.966827,1.30759,3.10187,1.77055,1.829,1.26549,0.475223,1.59545,1.63602,0.659993,1.37783,0.765431,1.29821,2.032,0.552718,0.437531,2.72338,2.3861,1.33554,2.20116,1.16066,1.51801,1.30359,0.833617,1.91501,1.97974,1.66371,2.39038,1.28041,1.42303,1.84251,2.05009,2.48511,0.974539,1.90378,2.63958,1.68873,1.70599,2.62685,2.80008,3.70114,2.88469,2.70702,2.25554,3.43365,2.40468,2.59632,3.295,2.24835,2.00807,0.212109,3.10091,3.04262,3.77636,2.85578,2.98662,3.06738,3.01622,2.26129,1.18256,2.26492,3.09256,2.00377,3.51717,4.05219,2.4368,2.62671,2.93518,4.08944,4.05447,2.92256,2.76498,2.74835,0.380908
3.74614,3.10632,3.68485,1.90124,1.22095,0.798243,1.25767,1.36067,1.18468,1.2225,0.742361,0.54156,2.85322,1.95821,2.59103,1.51478,0.749322,1.23937,1.75571,1.01463,0.958544,0.450998,2.641,0.531991,1.57039,2.01338,1.81378,1.48252,1.61168,1.74171,1.49007,1.65431,1.5934,2.49637,1.13427,2.31183,1.90783,1.25734,1.89399,1.55811,1.54543,2.47406,1.70508,2.2256,2.42719,1.8841,1.01712,1.56553,1.44069,2.24079,1.6661,3.27966,1.55644,3.56456,3.03992,2.49359,2.60594,1.41223,1.47452,1.87369,3.1053,2.39445,1.79783,2.18528,1.13465,3.75292,1.61607,2.86137,2.27071,2.57187,3.40154,3.21706,2.59986,1.88506,3.08858,3.54233,1.89615,1.98263,3.4181,1.6476,3.59111,2.82184,3.04446,1.92903,3.38766,2.66272,3.19403,2.15143,4.70227,2.22309,3.22264,3.22354,4.19189,4.16456,2.50018,5.2526,1.71255,3.05796,3.54785,0.482916
6.72876,3.35522,3.88275,2.13641,2.4548,1.50518,0.489853,2.78377,1.8486,2.17373,2.74234,1.08226,1.04398,3.30999,2.89606,3.37287,3.57479,2.60438,3.46135,2.20554,1.66827,2.37601,1.61549,1.63321,1.65459,1.64414,1.84672,2.1954,1.45182,0.393397,2.0514,1.89111,2.61419,1.84301,1.79961,1.68116,1.88304,2.77773,2.95454,2.50728,0.377137,2.77963,2.03632,2.36993,1.55776,1.07283,2.0752,0.585238,2.33739,2.42881,2.17624,1.2025,3.21701,3.24606,3.35085,2.74922,2.47884,2.44006,2.614,2.40689,2.68605,2.04059,4.32662,2.55157,2.19402,2.05814,2.5307,2.63548,2.32417,2.83818,2.55834,3.67241,2.49122,2.7854,2.61028,2.96495,3.11144,1.73751,2.39492,3.93817,2.94827,2.95139,2.66243,2.72128,3.43073,2.82358,3.8646,3.74022,4.63601,2.14778,3.57038,2.80154,4.06843,3.67897,3.37663,3.04091,3.42427,4.82383,4.54948,0.783196
7.64242,5.65954,2.93467,1.80574,0.892004,3.19467,2.20377,1.72308,2.42729,2.69131,1.5362,1.13638,2.62568,2.18552,2.70468,3.36766,2.4203,1.01704,1.54308,1.5241,1.22895,1.9983,2.54871,1.85595,2.44735,2.50732,1.59511,1.67858,2.62888,1.91136,0.553796,2.99454,0.921669,2.79495,1.95984,1.5139,2.08404,2.31962,1.79389,2.39199,1.86388,2.51328,3.03504,2.69004,1.94199,2.69484,1.10891,1.51903,2.37953,2.74267,1.97431,2.2259,1.21163,2.18991,2.7711,2.43092,2.2514,3.11559,1.91594,3.44818,3.24251,2.32447,2.79987,2.96806,2.8851,3.28814,3.29785,2.22027,3.56035,3.04212,2.93001,4.19897,2.93326,3.09294,2.45971,4.09281,3.63271,3.18897,3.80854,3.71322,3.39536,3.04457,2.20848,3.35686,2.67249,3.55966,4.30504,4.01686,4.86887,4.30353,3.17524,3.62183,4.55566,3.36388,2.22699,4.92346,2.89971,4.51443,4.84639,1.23133
7.90045,6.69535,3.61674,1.82337,2.0779,2.34727,1.91462,2.47869,1.99603,1.44199,3.19762,2.96405,3.34273,4.39791,3.35431,4.15953,3.84462,1.26632,3.01221,2.77139,1.84375,3.11969,2.61246,1.177,2.92584,2.54715,0.961299,1.45566,1.53959,1.84998,3.31276,2.808,2.04183,2.22644,2.03676,2.56203,3.43137,2.66809,1.18644,3.06319,3.02893,2.07665,1.31565,2.66063,1.84135,1.02357,2.86316,2.07904,1.80587,3.49466,1.05448,2.80436,1.63839,2.20339,2.79577,1.45723,1.80889,2.0974,3.02993,3.3104,3.74182,2.43415,2.39413,3.48961,2.46593,2.50479,3.64385,2.5001,1.89042,2.40661,3.70376,2.89032,2.34924,3.44945,3.33628,2.94447,3.2774,3.48407,3.6991,3.33834,3.37694,3.65084,2.4498,4.39683,2.13007,3.22021,4.42571,3.98699,4.72462,4.66278,4.32099,4.61032,4.99331,3.6854,3.88127,3.78091,4.50572,4.57872,3.8447,0.464336
9.88953,5.82309,3.7411,0.718747,0.534085,2.09574,2.84487,3.04789,2.3897,3.49794,3.6086,2.96738,2.43147,5.1948,4.37691,3.6596,3.80179,2.45117,3.13341,2.89789,0.760889,4.04602,3.52598,2.49435,2.31816,3.15976,1.05308,3.90227,2.77006,2.00416,1.85103,1.79626,2.40533,2.97808,2.36987,2.75072,3.67645,3.35232,2.0586,2.05532,2.43183,3.24957,1.77642,2.46364,2.89806,3.4077,3.54042,2.5612,2.49691,2.36461,3.3391,2.30214,2.21194,2.12056,2.54605,2.22391,2.31457,2.41927,2.22049,2.71669,3.4337,2.47394,2.93949,3.35083,2.92366,3.90441,2.35443,3.2981,3.05532,2.97947,3.42507,2.7096,2.24454,3.11796,4.24431,3.45335,4.22669,4.21258,4.0674,4.46162,2.86291,3.09996,3.36243,2.90221,3.62807,2.95481,2.3165,3.90052,2.82968,2.87774,4.15057,2.65694,4.58379,3.69128,4.06117,4.01408,2.50602,4.26888,3.40129,1.41386
11.4773,6.1549,3.46533,1.66748,1.53651,2.50779,3.70709,2.62185,3.06756,4.42547,4.93222,4.47407,5.38232,4.693,3.56384,5.2129,3.85405,3.63069,3.79231,3.83011,4.34925,4.36115,4.39853,3.42391,2.30762,4.92978,2.38789,2.63452,3.6905,2.35754,3.09559,3.64005,3.46396,2.99605,1.75276,2.51212,2.20838,2.98165,1.94389,3.29281,2.52036,3.15717,2.414,4.08617,2.77945,3.23302,2.43829,1.73512,1.93804,2.63692,3.57584,1.98489,2.19185,3.16215,2.78242,2.45028,4.29734,3.76437,2.07437,2.79823,2.0756,3.07187,2.86058,3.50575,2.75898,3.05029,3.48606,3.65458,3.60157,3.49023,4.62837,3.4344,2.41524,3.49131,3.90841,2.78226,4.44949,2.5069,3.51096,4.22125,2.99416,4.61963,4.44032,3.16579,3.02771,3.78438,3.14774,4.15637,3.43234,5.58888,4.30935,5.74668,3.94051,4.94814,3.71316,5.01284,3.58317,3.43177,3.76492,0.765553
